"Key","Title","Description","CategoryGroupID"
"WP1420","Bad Nieuweschans",,2
"WP1617","Badhoevedorp",,2
"WP2940","Baexem",,2
"WP2465","Baflo",,2
"WP2090","Bakel",,2
"WP1673","Bakhuizen",,2
"WP3342","Bakkeveen",,2
"WP2570","Balgoij",,2
"WP3005","Balinge",,2
"WP1674","Balk",,2
"WP1540","Balkbrug",,2
"WP1153","Balloërveld",,2
"WP1152","Balloo",,2
"WP2587","Ballum",,2
"WP3067","Baneheide",,2
"WP1690","Banholt",,2
"WP1272","Bant",,2
"WP2239","Bantega",,2
"WP1335","Barchem",,2
"WP1594","Barendrecht",,2
"WP1987","Barger-Compascuum",,2
"WP3597","Barneveld",,2
"WP2514","Barsingerhorn",,2
"WP2693","Basse",,2
"WP2568","Batenburg",,2
"WP2854","Bathmen",,2
"WP3624","Bavel",,2
"WP3437","Bavel AC",,2
"WP2010","Bears",,2
"WP2829","Bedum",,2
"WP1918","Beegden",,2
"WP2203","Beek",,2
"WP1670","Beek",,2
"WP2872","Beek",,2
"WP1446","Beek en Donk",,2
"WP2258","Beekbergen",,2
"WP2254","Beemte Broekland",,2
"WP1449","Beers NB",,2
"WP3508","Beerta",,2
"WP2548","Beerze",,2
"WP2549","Beerzerveld",,2
"WP3213","Beesd",,2
"WP1950","Beesel",,2
"WP1837","Beets",,2
"WP3343","Beetsterzwaag",,2
"WP3006","Beilen",,2
"WP1610","Beinsdorp",,2
"WP1476","Belfeld",,2
"WP2231","Bellingwolde",,2
"WP1661","Beltrum",,2
"WP2694","Belt-Schutsloot",,2
"WP1691","Bemelen",,2
"WP3131","Bemmel",,2
"WP1769","Beneden-Leeuwen",,2
"WP3533","Bennebroek",,2
"WP2766","Bennekom",,2
"WP2146","Benneveld",,2
"WP3148","Benningbroek",,2
"WP1958","Benschop",,2
"WP1439","Bentelo",,2
"WP2853","Benthuizen",,2
"WP1306","Bentveld",,2
"WP3618","Berg en Dal",,2
"WP1716","Berg en Terblijt",,2
"WP2365","Bergambacht",,2
"WP1457","Bergeijk",,2
"WP3047","Bergen (NH)",,2
"WP3046","Bergen aan Zee",,2
"WP1121","Bergen L",,2
"WP1937","Bergen op Zoom",,2
"WP1541","Bergentheim",,2
"WP2565","Bergharen",,2
"WP3250","Berghem",,2
"WP1688","Bergschenhoek",,2
"WP3438","Beringe",,2
"WP1687","Berkel en Rodenrijs",,2
"WP1044","Berkel-Enschot",,2
"WP2366","Berkenwoude",,2
"WP1184","Berkhout",,2
"WP2057","Berlicum",,2
"WP2724","Berltsum",,2
"WP2627","Bern",,2
"WP1456","Best",,2
"WP1214","Beugen",,2
"WP1711","Beuningen",,2
"WP2751","Beuningen Gld",,2
"WP3371","Beusichem",,2
"WP1230","Beutenaken",,2
"WP2735","Beverwijk",,2
"WP2429","Biddinghuizen",,2
"WP3232","Bierum",,2
"WP2975","Biervliet",,2
"WP1129","Biervliet",,2
"WP1309","Biest-Houtakker",,2
"WP1425","Biezenmortel",,2
"WP2775","Biggekerke",,2
"WP2934","De Bilt",,2
"WP2935","Bilthoven",,2
"WP2845","Bingelrade",,2
"WP2722","Bitgum",,2
"WP2723","Bitgummole",,2
"WP1064","Bladel",,2
"WP2695","Blankenham",,2
"WP2828","Blaricum",,2
"WP3509","Blauwestad",,2
"WP2401","Blauwhuis",,2
"WP1689","Bleiswijk",,2
"WP1720","Blesdijke",,2
"WP1980","Bleskensgraaf ca",,2
"WP1722","De Blesse",,2
"WP2725","Blessum",,2
"WP3199","Blije",,2
"WP2232","Blijham",,2
"WP1856","Blitterswijck",,2
"WP2654","Bloemendaal",,2
"WP3613","Blokker",,2
"WP2696","Blokzijl",,2
"WP2011","Boazum",,2
"WP3066","Bocholtz",,2
"WP2665","Bodegraven",,2
"WP3138","Boekel",,2
"WP3174","Boelenslaan",,2
"WP1371","Boer",,2
"WP1829","Ten Boer",,2
"WP2259","Boerakker",,2
"WP1615","Boesingheliede",,2
"WP1721","Boijl",,2
"WP2726","Boksum",,2
"WP2079","Bolsward",,2
"WP2132","Den Bommel",,2
"WP2193","Bontebok",,2
"WP3275","Boornbergum",,2
"WP2485","Boornzwaag",,2
"WP1659","Borculo",,2
"WP1782","Borger",,2
"WP2275","Borgercompagnie",,2
"WP1242","Borgercompagnie",,2
"WP3233","Borgsweer",,2
"WP2808","Born",,2
"WP3511","Borne",,2
"WP1926","Bornerbroek",,2
"WP3389","Bornwird",,2
"WP1252","Borssele",,2
"WP2823","Bosch en Duin",,2
"WP3105","Boschoord",,2
"WP2998","Boskoop",,2
"WP1249","Bosschenhoofd",,2
"WP3080","Botlek Rotterdam",,2
"WP2294","Bourtange",,2
"WP1102","Bovenkarspel",,2
"WP1770","Boven-Leeuwen",,2
"WP3007","Bovensmilde",,2
"WP1215","Boxmeer",,2
"WP2439","Boxtel",,2
"WP2204","Braamt",,2
"WP2628","Brakel",,2
"WP1981","Brandwijk",,2
"WP3390","Brantgum",,2
"WP3622","Breda",,2
"WP1194","Bredevoort",,2
"WP1587","Breedenbroek",,2
"WP3186","Breezand",,2
"WP2303","Breezanddijk",,2
"WP2965","Breskens",,2
"WP1392","Breukelen",,2
"WP3004","Breukeleveen",,2
"WP2368","Brielle",,2
"WP2115","Briltil",,2
"WP3225","Britsum",,2
"WP2012","Britswert",,2
"WP2486","Broek",,2
"WP1940","Broek in Waterland",,2
"WP1116","Broek op Langedijk",,2
"WP1027","Broekhuizen",,2
"WP1086","Broekhuizen",,2
"WP1028","Broekhuizenvorst",,2
"WP1497","Broekland",,2
"WP3265","Broeksterwâld",,2
"WP1530","Bronkhorst",,2
"WP1783","Bronneger",,2
"WP1784","Bronnegerveen",,2
"WP2674","Brouwershaven",,2
"WP2629","Bruchem",,2
"WP1542","Brucht",,2
"WP3609","Bruchterveld",,2
"WP3320","Bruinehaar",,2
"WP2675","Bruinisse",,2
"WP1111","Brummen",,2
"WP2849","Brunssum",,2
"WP3008","Bruntinge",,2
"WP2809","Buchten",,2
"WP1571","Budel",,2
"WP1573","Budel-Dorplein",,2
"WP1572","Budel-Schoot",,2
"WP2941","Buggenum",,2
"WP1785","Buinen",,2
"WP1786","Buinerveen",,2
"WP1607","Buitenkaag",,2
"WP3175","Buitenpost",,2
"WP2697","De Bult",,2
"WP1461","Bunde",,2
"WP2914","Bunne",,2
"WP2603","Bunnik",,2
"WP2237","Bunschoten-Spakenburg",,2
"WP3200","Burdaard",,2
"WP2589","Buren",,2
"WP3372","Buren",,2
"WP2740","Den Burg",,2
"WP2762","Burgerbrug",,2
"WP1603","Burgerveen",,2
"WP2676","Burgh-Haamstede",,2
"WP2451","Burgum",,2
"WP2304","Burgwerd",,2
"WP3308","Burum",,2
"WP1331","Bussum",,2
"WP3532","Buurmalsen",,2
"WP3373","Buurmalsen",,2
"WP1692","Cadier en Keer",,3
"WP2964","Cadzand",,3
"WP2757","Callantsoog",,3
"WP1105","Capelle aan den IJssel",,3
"WP2885","Castelre",,3
"WP2328","Castenray",,3
"WP1067","Casteren",,3
"WP2268","Castricum",,3
"WP3433","Chaam",,3
"WP3092","Clinge",,3
"WP2737","De Cocksdorp",,3
"WP2147","Coevorden",,3
"WP3190","Colijnsplaat",,3
"WP1544","Collendoorn",,3
"WP2855","Colmschate",,3
"WP2305","Cornwerd",,3
"WP1304","Cothen",,3
"WP1281","Creil",,3
"WP1620","Cromvoirt",,3
"WP1612","Cruquius",,3
"WP1450","Cuijk",,3
"WP2052","Culemborg",,3
"WP1038","Daarle",,4
"WP1039","Daarlerveen",,4
"WP2300","Dalem",,4
"WP2148","Dalen",,4
"WP2149","Dalerpeel",,4
"WP2150","Dalerveen",,4
"WP1237","Dalfsen",,4
"WP2550","Dalmsholte",,4
"WP3266","Damwâld",,4
"WP3106","Darp",,4
"WP2526","Dearsum",,4
"WP1546","Dedemsvaart",,4
"WP2306","Dedgum",,4
"WP2773","Deelen",,4
"WP2903","Deest",,4
"WP3217","Deil",,4
"WP2727","Deinum",,4
"WP1440","Delden",,4
"WP1143","Delfgauw",,4
"WP2240","Delfstrahuizen",,4
"WP2138","Delft",,4
"WP3234","Delfzijl",,4
"WP2630","Delwijnen",,4
"WP3260","Demen",,4
"WP1408","Denekamp",,4
"WP1774","Deurne",,4
"WP1409","Deurningen",,4
"WP1669","Deurningen",,4
"WP3256","Deursen-Dennenburg",,4
"WP1154","Deurze",,4
"WP2856","Deventer",,4
"WP2205","Didam",,4
"WP3259","Dieden",,4
"WP2144","Diemen",,4
"WP1441","Diepenheim",,4
"WP2857","Diepenveen",,4
"WP1504","Dieren",,4
"WP1308","Diessen",,4
"WP3107","Diever",,4
"WP3108","Dieverbrug",,4
"WP1548","Diffelen",,4
"WP2487","Dijken",,4
"WP1402","Dinteloord",,4
"WP1196","Dinxperlo",,4
"WP2152","Diphoorn",,4
"WP3289","Dirkshorn",,4
"WP2377","Dirksland",,4
"WP1094","Dodewaard",,4
"WP2100","Doenrade",,4
"WP2142","Doesburg",,4
"WP3246","Doetinchem",,4
"WP3514","Doeveren",,4
"WP2174","Doezum",,4
"WP3391","Dokkum",,4
"WP2822","Den Dolder",,4
"WP3109","Doldersum",,4
"WP2776","Domburg",,4
"WP2916","Donderen",,4
"WP2799","Dongen",,4
"WP1372","Dongjum",,4
"WP2488","Doniaga",,4
"WP1754","Donkerbroek",,4
"WP3339","Doorn",,4
"WP3134","Doornenburg",,4
"WP1846","Doornspijk",,4
"WP2986","Doorwerth",,4
"WP2351","Dordrecht",,4
"WP2959","Dorst",,4
"WP3279","Drachten",,4
"WP3344","Drachten-Azeven",,4
"WP3280","Drachtstercompagnie",,4
"WP2677","Dreischor",,4
"WP1520","Drempt",,4
"WP1771","Dreumel",,4
"WP3335","Driebergen-Rijsenburg",,4
"WP1422","Drieborg",,4
"WP2477","Driebruggen",,4
"WP2836","Driehuis NH",,4
"WP1886","Driehuizen",,4
"WP1863","Driel",,4
"WP1253","Driewegen",,4
"WP3268","Driezum",,4
"WP3009","Drijber",,4
"WP2574","Drimmelen",,4
"WP3176","Drogeham",,4
"WP3163","Drogteropslagen",,4
"WP1952","Drongelen",,4
"WP2729","Dronryp",,4
"WP2430","Dronten",,4
"WP1787","Drouwen",,4
"WP1788","Drouwenermond",,4
"WP1789","Drouwenerveen",,4
"WP3589","Drunen",,4
"WP2904","Druten",,4
"WP2096","Duiven",,4
"WP3568","Duivendrecht",,4
"WP2992","Duizel",,4
"WP2058","Den Dungen",,4
"WP2214","Dussen",,4
"WP3110","Dwingeloo",,4
"WP2524","Eagum",,5
"WP2456","Earnewâld",,5
"WP2013","Easterein",,5
"WP2014","Easterlittens",,5
"WP2454","Eastermar",,5
"WP2015","Easterwierrum",,5
"WP2041","Echt",,5
"WP3524","Echteld",,5
"WP3164","Echten",,5
"WP2241","Echten",,5
"WP2242","Echtenerbrug",,5
"WP3374","Eck en Wiel",,5
"WP1693","Eckelrade",,5
"WP1747","Edam",,5
"WP2764","Ede",,5
"WP2769","Ederveen",,5
"WP3392","Ee",,5
"WP2966","Eede",,5
"WP1336","Eefde",,5
"WP2909","Eelde",,5
"WP2911","Eelderwolde",,5
"WP2238","Eemdijk",,5
"WP1037","Eemnes",,5
"WP3473","Eemshaven",,5
"WP1634","Een",,5
"WP3415","Eenrum",,5
"WP3444","Eenum",,5
"WP1635","Een-West",,5
"WP1114","Eerbeek",,5
"WP2993","Eersel",,5
"WP1790","Ees",,5
"WP1791","Eesergroen",,5
"WP1792","Eeserveen",,5
"WP2243","Eesterga",,5
"WP2699","Eesveen",,5
"WP1953","Eethen",,5
"WP1155","Eext",,5
"WP1156","Eexterveen",,5
"WP1157","Eexterveenschekanaal",,5
"WP1158","Eexterzandvoort",,5
"WP3439","Egchel",,5
"WP3048","Egmond aan den Hoef",,5
"WP3049","Egmond aan Zee",,5
"WP3050","Egmond-Binnen",,5
"WP1662","Eibergen",,5
"WP1700","Eijsden",,5
"WP1101","Eindhoven",,5
"WP2810","Einighausen",,5
"WP1159","Ekehaar",,5
"WP1675","Elahuizen",,5
"WP1844","Elburg",,5
"WP1160","Eldersloo",,5
"WP1161","Eleveld",,5
"WP1811","Elim",,5
"WP1235","Elkenrade",,5
"WP2942","Ell",,5
"WP1503","Ellecom",,5
"WP2678","Ellemeet",,5
"WP1793","Ellertshaar",,5
"WP1254","Ellewoutsdijk",,5
"WP3010","Elp",,5
"WP2095","Elsendorp",,5
"WP3590","Elshout",,5
"WP1914","Elsloo",,5
"WP1755","Elsloo",,5
"WP2983","Elspeet",,5
"WP1864","Elst",,5
"WP1400","Elst Ut",,5
"WP1271","Emmeloord",,5
"WP1988","Emmen",,5
"WP1989","Emmer-Compascuum",,5
"WP1109","Empe",,5
"WP1346","Emst",,5
"WP3393","Engwierum",,5
"WP2754","Enkhuizen",,5
"WP1276","Ens",,5
"WP1145","Enschede",,5
"WP3216","Enspijk",,5
"WP1088","Enter",,5
"WP2340","Enumatil",,5
"WP1344","Epe",,5
"WP1232","Epen",,5
"WP3474","Eppenhuizen",,5
"WP1337","Epse",,5
"WP1990","Erica",,5
"WP3375","Erichem",,5
"WP2874","Erlecom",,5
"WP2153","Erm",,5
"WP2573","Ermelo",,5
"WP2826","Erp",,5
"WP1311","Esbeek",,5
"WP1426","Esch",,5
"WP3195","Escharen",,5
"WP1280","Espel",,5
"WP3359","Est",,5
"WP1581","Etten",,5
"WP1010","Etten-Leur",,5
"WP3081","Europoort Rotterdam",,5
"WP3011","Eursinge",,5
"WP3165","Eursinge",,5
"WP2840","Everdingen",,5
"WP1517","Evertsoord",,5
"WP2752","Ewijk",,5
"WP1779","1e Exloërmond",,5
"WP1780","2e Exloërmond",,5
"WP1794","Exloërveen",,5
"WP1795","Exloo",,5
"WP2307","Exmorra",,5
"WP2650","Eygelshoven",,5
"WP1234","Eys",,5
"WP2467","Ezinge",,5
"WP3267","De Falom",,6
"WP3235","Farmsum",,6
"WP3271","Feanwâlden",,6
"WP2468","Feerwerd",,6
"WP3226","Feinsum",,6
"WP3201","Ferwert",,6
"WP2308","Ferwoude",,6
"WP1321","Fijnaart",,6
"WP1419","Finsterwolde",,6
"WP1378","Firdgum",,6
"WP1284","Fleringen",,6
"WP1812","Fluitenberg",,6
"WP1756","Fochteloo",,6
"WP2244","Follega",,6
"WP2402","Folsgare",,6
"WP2617","Formerum",,6
"WP3394","Foudgum",,6
"WP1017","Foxhol",,6
"WP1636","Foxwolde",,6
"WP1366","Franeker",,6
"WP3111","Frederiksoord",,6
"WP2527","Friens",,6
"WP3345","Frieschepalen",,6
"WP1348","Froombosch",,6
"WP3247","Gaanderen",,7
"WP2309","Gaast",,7
"WP2403","Gaastmeer",,7
"WP3434","Galder",,7
"WP2631","Gameren",,7
"WP2777","Gapinge",,7
"WP1057","Garderen",,7
"WP1831","Garmerwolde",,7
"WP3012","Garminge",,7
"WP2469","Garnwerd",,7
"WP3445","Garrelsweer",,7
"WP3446","Garsthuizen",,7
"WP2455","Garyp",,7
"WP3196","Gassel",,7
"WP1162","Gasselte",,7
"WP1163","Gasselternijveen",,7
"WP1164","Gasselternijveenschemond",,7
"WP1570","Gastel",,7
"WP1165","Gasteren",,7
"WP2404","Gauw",,7
"WP1166","Geelbroek",,7
"WP3322","Geerdijk",,7
"WP3193","Geersdijk",,7
"WP1751","Geertruidenberg",,7
"WP1386","Geervliet",,7
"WP2154","Gees",,7
"WP2155","Geesbrug",,7
"WP1655","Geesteren",,7
"WP1285","Geesteren",,7
"WP3112","Geeuwenbrug",,7
"WP3610","Geffen",,7
"WP1857","Geijsteren",,7
"WP3529","Geldermalsen",,7
"WP2645","Gelderswoude",,7
"WP1126","Geldrop",,7
"WP3513","Geleen",,7
"WP3214","Gellicum",,7
"WP1654","Gelselaar",,7
"WP2089","Gemert",,7
"WP2059","Gemonde",,7
"WP1954","Genderen",,7
"WP1585","Gendringen",,7
"WP3132","Gendt",,7
"WP2198","Genemuiden",,7
"WP2482","Gennep",,7
"WP3177","Gerkesklooster",,7
"WP2185","Gersloot",,7
"WP1462","Geulle",,7
"WP1300","Giesbeek",,7
"WP3302","Giessen",,7
"WP1433","Giessenburg",,7
"WP1167","Gieten",,7
"WP1168","Gieterveen",,7
"WP2551","Giethmen",,7
"WP2700","Giethoorn",,7
"WP2067","Gilze",,7
"WP3202","Ginnum",,7
"WP1712","Glane",,7
"WP1267","Glimmen",,7
"WP1061","De Glind",,7
"WP3236","Godlinze",,7
"WP2931","Goedereede",,7
"WP2405","Goënga",,7
"WP3281","Goëngahuizen",,7
"WP1824","Goes",,7
"WP2489","Goingarijp",,7
"WP2880","Goirle",,7
"WP1442","Goor",,7
"WP1185","De Goorn",,7
"WP2299","Gorinchem",,7
"WP3346","Gorredijk",,7
"WP1338","Gorssel",,7
"WP1005","Gouda",,7
"WP2374","Gouderak",,7
"WP3627","Goudriaan",,7
"WP2886","Goudswaard",,7
"WP3616","Goutum",,7
"WP2054","'t Goy",,7
"WP3094","Graauw",,7
"WP2896","Grafhorst",,7
"WP1903","Graft",,7
"WP1549","Gramsbergen",,7
"WP3440","Grashoek",,7
"WP2943","Grathem",,7
"WP3197","Grave",,7
"WP3000","'s-Graveland",,7
"WP2380","'s-Gravendeel",,7
"WP1245","'s-Gravenhage",,7
"WP2800","'s Gravenmoer",,7
"WP1263","'s-Gravenpolder",,7
"WP2662","'s-Gravenzande",,7
"WP2406","Greonterp",,7
"WP2812","Grevenbicht",,7
"WP1029","Griendtsveen",,7
"WP2118","Grijpskerk",,7
"WP2778","Grijpskerke",,7
"WP2967","Groede",,7
"WP2937","Groenekan",,7
"WP1216","Groeningen",,7
"WP2224","Groenlo",,7
"WP2291","Groesbeek",,7
"WP2097","Groessen",,7
"WP3044","Groet",,7
"WP2924","De Groeve",,7
"WP1169","Grolloo",,7
"WP1070","Groningen",,7
"WP1701","Gronsveld",,7
"WP1806","Groot-Ammers",,7
"WP1103","Grootebroek",,7
"WP2175","Grootegast",,7
"WP1887","Grootschermer",,7
"WP3602","Grou",,7
"WP1030","Grubbenvorst",,7
"WP1225","Gulpen",,7
"WP2813","Guttecoven",,7
"WP2444","Gytsjerk",,7
"WP3360","Haaften",,8
"WP2347","Haaksbergen",,8
"WP3136","Haalderen",,8
"WP2164","'t Haantje",,8
"WP1427","Haaren",,8
"WP1286","Haarle",,8
"WP1040","Haarle",,8
"WP2907","Haarlem",,8
"WP2641","Haarlemmerliede",,8
"WP1660","Haarlo",,8
"WP3500","Haarsteeg",,8
"WP3298","Haarzuilens",,8
"WP2387","Haastrecht",,8
"WP2944","Haelen",,8
"WP3625","Hagestein",,8
"WP1310","Haghorst",,8
"WP2945","Haler",,8
"WP2643","Halfweg",,8
"WP1113","Hall",,8
"WP3575","Halle",,8
"WP3203","Hallum",,8
"WP1938","Halsteren",,8
"WP3321","Den Ham",,8
"WP2116","Den Ham",,8
"WP2092","Handel",,8
"WP2215","Hank",,8
"WP3461","Hansweert",,8
"WP3395","Hantum",,8
"WP3396","Hantumeruitburen",,8
"WP3397","Hantumhuizen",,8
"WP1065","Hapert",,8
"WP1451","Haps",,8
"WP1287","Harbrinkhoek",,8
"WP1845","'t Harde",,8
"WP3608","Hardenberg",,8
"WP3222","Harderwijk",,8
"WP3031","Hardinxveld-Giessendam",,8
"WP3253","Haren",,8
"WP1266","Haren Gn",,8
"WP1339","Harfsen",,8
"WP1676","Harich",,8
"WP2515","Haringhuizen",,8
"WP3178","Harkema",,8
"WP1349","Harkstede",,8
"WP3635","Harkstede GN",,8
"WP2891","Harlingen",,8
"WP1072","Harmelen",,8
"WP2228","Harreveld",,8
"WP2768","Harskamp",,8
"WP2310","Hartwerd",,8
"WP2490","Haskerdijken",,8
"WP2491","Haskerhorne",,8
"WP2199","Hasselt",,8
"WP2882","Hattem",,8
"WP3069","Hattemerbroek",,8
"WP3576","Haule",,8
"WP3577","Haulerwijk",,8
"WP3566","Hauwert",,8
"WP3113","Havelte",,8
"WP3114","Havelterberg",,8
"WP2852","Hazerswoude-Dorp",,8
"WP2851","Hazerswoude-Rijndijk",,8
"WP1625","Hedel",,8
"WP3515","Hedikhuizen",,8
"WP2623","Hee",,8
"WP2407","Heeg",,8
"WP1917","Heel",,8
"WP2987","Heelsum",,8
"WP1576","Heelweg",,8
"WP1551","Heemserveen",,8
"WP2458","Heemskerk",,8
"WP2563","Heemstede",,8
"WP1401","De Heen",,8
"WP1387","Heenvliet",,8
"WP1264","'s-Heer Abtskerke",,8
"WP1822","'s-Heer Arendskerke",,8
"WP1823","'s-Heer Hendrikskinderen",,8
"WP2865","Heerde",,8
"WP2206","'s-Heerenberg",,8
"WP2899","'s-Heerenbroek",,8
"WP1265","'s-Heerenhoek",,8
"WP3523","Heerenveen",,8
"WP1626","Heerewaarden",,8
"WP1746","Heerhugowaard",,8
"WP2398","Heerjansdam",,8
"WP1590","Heerle",,8
"WP1312","Heerlen",,8
"WP3516","Heesbeen",,8
"WP3059","Heesch",,8
"WP3361","Heesselt",,8
"WP3060","Heeswijk-Dinther",,8
"WP1498","Heeten",,8
"WP1314","Heeze",,8
"WP3204","Hegebeintum",,8
"WP1031","Hegelsom",,8
"WP2109","Hei- en Boeicop",,8
"WP2946","Heibloem",,8
"WP2329","Heide",,8
"WP1973","It Heidenskip",,8
"WP2663","Ter Heijde",,8
"WP2483","Heijen",,8
"WP1228","Heijenrath",,8
"WP1318","Heijningen",,8
"WP3091","Heikant",,8
"WP2292","Heilig Landstichting",,8
"WP1899","Heiligerlee",,8
"WP1243","Heiloo",,8
"WP2381","Heinenoord",,8
"WP1255","Heinkenszand",,8
"WP1492","Heino",,8
"WP3033","Hekelingen",,8
"WP1909","Hekendorp",,8
"WP3441","Helden",,8
"WP3056","Den Helder",,8
"WP1778","Helenaveen",,8
"WP3583","Hellendoorn",,8
"WP2137","Hellevoetsluis",,8
"WP3362","Hellouw",,8
"WP1350","Hellum",,8
"WP1146","Helmond",,8
"WP1428","Helvoirt",,8
"WP1507","Hem",,8
"WP1970","Hemelum",,8
"WP1865","Hemmen",,8
"WP1202","Hempens",,8
"WP3347","Hemrik",,8
"WP2352","Hendrik-Ido-Ambacht",,8
"WP3510","Hengelo",,8
"WP1535","Hengelo (Gld)",,8
"WP1443","Hengevelde",,8
"WP3098","Hengstdijk",,8
"WP1186","Hensbroek",,8
"WP1365","Herbaijum",,8
"WP2590","Herkenbosch",,8
"WP2378","Herkingen",,8
"WP2566","Hernen",,8
"WP3255","Herpen",,8
"WP3517","Herpt",,8
"WP2282","Herten",,8
"WP3570","Hertme",,8
"WP1595","'s-Hertogenbosch",,8
"WP1866","Herveld",,8
"WP2977","Herwen",,8
"WP2354","Herwijnen",,8
"WP1867","Heteren",,8
"WP2648","Heukelom",,8
"WP2355","Heukelum",,8
"WP3495","Heumen",,8
"WP1195","De Heurne",,8
"WP3518","Heusden",,8
"WP2929","Heusden",,8
"WP2988","Heveadorp",,8
"WP2947","Heythuysen",,8
"WP1288","Hezingen",,8
"WP3398","Hiaure",,8
"WP2311","Hichtum",,8
"WP2016","Hidaard",,8
"WP3223","Hierden",,8
"WP2312","Hieslum",,8
"WP3013","Hijken",,8
"WP3227","Hijum",,8
"WP2017","Hilaard",,8
"WP3535","Hillegom",,8
"WP1307","Hilvarenbeek",,8
"WP1036","Hilversum",,8
"WP1968","Hindeloopen",,8
"WP2018","Hinnaard",,8
"WP1488","Hippolytushoef",,8
"WP1363","Hitzum",,8
"WP1838","Hobrede",,8
"WP1256","Hoedekenskerke",,8
"WP3548","de Hoef",,8
"WP3626","Hoef en Haag",,8
"WP1130","Hoek",,8
"WP3082","Hoek van Holland",,8
"WP2257","Hoenderloo",,8
"WP2772","Hoenderloo",,8
"WP1313","Hoensbroek",,8
"WP1627","Hoenzadriel",,8
"WP1723","De Hoeve",,8
"WP2871","Hoevelaken",,8
"WP1250","Hoeven",,8
"WP1089","Hoge Hexel",,8
"WP2938","Hollandsche Rading",,8
"WP1813","Hollandscheveld",,8
"WP2586","Hollum",,8
"WP2156","Holsloot",,8
"WP1567","Holten",,8
